UNITID,mn_earn_wne_p6,md_earn_wne_p6,CONTROL,PREDDEG,UGDS,INEXPFTE,PPTUG_EF,C150_4,AVGFACSAL,ADM_RATE_ALL,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOld,UGDS_HISPOld,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,PAR_ED_PCT_1STGEN,PAR_ED_PCT_MS,PAR_ED_PCT_HS,PAR_ED_PCT_PS,pct_grad_prof,female,first_gen,age_entry,DEBT_MDN
198109,46600,47000,2,1,301,7885,0.3156,0.5294,5008,0.6944,1015,7400,7400,0.8937,0.0731,0.0133,0,0.0166,0.38647343,0.193236715,0.231884058,0.135265701,0.053140097,0.395833333,0.026041667,0.369791667,0.604166667,5.010000229,0.899999976,0.400000006,26.03000069,7500
198303,25600,24600,2,3,796,4306,0.0452,0.3021,4550,0.5912,860,14750,14750,0.5314,0.3731,0.0088,0.005,0.0264,0.464506173,0.162037037,0.200617284,0.138888889,0.033950617,0.441176471,0.02249135,0.418685121,0.558823529,6.070000172,0.419999987,0.439999998,20.60000038,7294
198419,87600,66900,2,3,6259,34213,0.0024,0.9337,10290,0.2208,1418,31420,31420,0.5589,0.1053,0.1449,0.003,0.0661,0.300889587,0.137100994,0.155939299,0.181057038,0.225013082,0.121081081,0.006486487,0.114594595,0.878918919,15.09000015,0.540000021,0.119999997,21.30999947,15225
198464,34200,32000,1,3,17593,8781,0.1019,0.5441,6436,0.7788,1039,3687,14126,0.7791,0.1531,0.024,0.0071,0.0178,0.390610933,0.16051447,0.18340836,0.176977492,0.088488746,0.317341121,0.01432346,0.303017661,0.682658879,7.840000153,0.629999995,0.319999993,21.70999908,14040.5
198507,23000,21600,1,3,2413,5868,0.0667,0.4876,5951,0.7706,826,2931,11270,0.1807,0.7965,0.0058,0.0012,0.0054,0.644745326,0.161831077,0.125080593,0.052869117,0.015473888,0.409056025,0.02686109,0.382194935,0.590943975,5.139999866,0.589999974,0.409999996,21.97999954,8152
198516,39400,37700,2,3,4702,7198,0.0202,0.7628,6176,0.4129,1210,18699,18699,0.856,0.067,0.0104,0.0015,0.0128,0.142215569,0.125748503,0.182634731,0.23502994,0.314371258,0.13137558,0,0.13137558,0.86862442,14.23999977,0.639999986,0.129999995,19.53000069,14247
198543,26700,23700,1,3,4937,5436,0.1708,0.423,6120,0.8372,840,2860,12596,0.1396,0.7701,0.013,0.0095,0.0421,0.656075419,0.173184358,0.11452514,0.047136872,0.009078212,0.42726896,0.032324907,0.394944053,0.57273104,5.559999943,0.709999979,0.430000007,23.79000092,9875
198835,31700,30400,2,3,1373,7380,0.051,0.5069,5329,0.9346,1027,18890,18890,0.8456,0.0816,0.0218,0.0036,0.0138,0.330808081,0.15530303,0.228535354,0.172979798,0.112373737,0.334250344,0.008253095,0.325997249,0.665749656,6.380000114,0.660000026,0.330000013,21.29000092,11000
198899,25400,25200,2,3,1255,4511,0.0526,0.4253,4449,0.6677,995,16854,16854,0.8207,0.1243,0.0096,0.0048,0.0207,0.396901073,0.175208582,0.225268176,0.132300358,0.070321812,0.384114583,0.01953125,0.364583333,0.615885417,7.699999809,0.550000012,0.379999995,22.39999962,8500
199032,35500,29800,2,3,948,8332,0.0148,0.428,4683,0.7982,978,15560,15560,0.634,0.2162,0.0105,0.097,0.0158,0.362916006,0.206022187,0.218700475,0.134706815,0.077654517,0.370235935,0.030852995,0.33938294,0.629764065,7.860000134,0.620000005,0.370000005,28.70999908,10125
199111,27200,25100,1,3,3124,6019,0.1159,0.5329,5927,0.7294,1158,3525,13325,0.9017,0.0227,0.0157,0.0029,0.0166,0.419591837,0.159183674,0.199183674,0.143673469,0.078367347,0.217094017,0.005982906,0.211111111,0.782905983,9.220000267,0.610000014,0.219999999,22.01000023,10600
199120,46600,38600,1,3,16278,22876,0.0233,0.8377,9208,0.3576,1281,4613,18411,0.736,0.108,0.0634,0.0093,0.033,0.316644415,0.149977748,0.173787272,0.195594126,0.16399644,0.183958965,0.008859874,0.175099091,0.816041035,12.01000023,0.610000014,0.180000007,20.62999916,11514
199139,36300,33100,1,3,16225,6570,0.1609,0.4875,6880,0.7248,1066,3549,13961,0.7582,0.1454,0.0505,0.004,0.0281,0.392390524,0.167408471,0.193108399,0.161521895,0.085570711,0.313376988,0.01340817,0.299968818,0.686623012,8.109999657,0.569999993,0.310000002,21.90999985,13750
199157,26400,24200,1,3,5827,6725,0.1515,0.4496,6604,0.834,831,3778,13522,0.0508,0.8898,0.0057,0.0038,0.0094,0.614186851,0.158016148,0.137831603,0.061707036,0.028258362,0.375300172,0.020926244,0.354373928,0.624699829,9.260000229,0.660000026,0.379999995,22.82999992,14648
199184,30100,23600,1,3,721,10646,0.0042,0.5568,5456,0.417,1100,4335,15615,0.8141,0.0915,0.0277,0.0042,0.0499,0.291666667,0.16025641,0.185897436,0.198717949,0.163461539,0.149006623,0,0.149006623,0.850993378,11.23999977,0.389999986,0.150000006,20.20000076,13579
199193,40500,37100,1,3,20546,9787,0.0732,0.6999,8050,0.5908,1190,4338,16536,0.8031,0.0965,0.0488,0.008,0.0228,0.298749421,0.161340127,0.208738614,0.206113942,0.125057897,0.237809817,0.007775798,0.230034019,0.762190183,9.579999924,0.449999988,0.239999995,20.54000092,13250
199272,26200,26000,2,3,662,5409,0.0227,0.5614,5103,0.8868,937,18906,18906,0.7236,0.1616,0.0181,0.0045,0.0347,0.367346939,0.156462585,0.172335601,0.172335601,0.131519274,0.285024155,0.009661836,0.275362319,0.714975845,9.569999695,1,0.289999992,20.26000023,9850
199412,41100,38000,2,3,1567,7398,0.3542,0.6423,4689,0.6667,1029,18028,18028,0.7198,0.1729,0.0153,0.0077,0.0351,0.422657952,0.176470588,0.174291939,0.136165577,0.090413943,0.346650999,0.017626322,0.329024677,0.653349001,9.18999958,0.790000021,0.349999994,25.37000084,11000
199847,52300,44400,2,3,4231,29956,0.0274,0.8834,8424,0.4683,1325,30210,30210,0.8542,0.0652,0.0407,0.004,0.021,0.160591133,0.113300493,0.179310345,0.209852217,0.336945813,0.109657948,0.005030181,0.104627767,0.890342052,14.38000011,0.5,0.109999999,19.37999916,14500
200156,36700,35100,2,3,1019,4604,0.0589,0.4577,4618,0.9776,1030,10000,10000,0.9166,0.0137,0.0128,0.0128,0.0137,0.278350516,0.164948454,0.286941581,0.213058419,0.056701031,0.274864376,0.003616637,0.27124774,0.725135624,5.199999809,0.560000002,0.270000011,20.70999908,14500
201441,32100,30400,1,3,15846,6415,0.0573,0.5998,6257,0.9006,1011,8560,15868,0.838,0.077,0.0088,0.0052,0.031,0.282714251,0.152221413,0.240228211,0.219349357,0.105486769,0.393718233,0.011729441,0.381988792,0.606281767,7.769999981,0.569999993,0.389999986,20.81999969,13062.5
201548,35300,33100,2,3,2751,8894,0.1916,0.5714,6866,0.7796,1086,23433,23433,0.7863,0.1203,0.0164,0.0018,0.0145,0.305858311,0.164850136,0.226158038,0.192779292,0.110354223,0.397928994,0.012573965,0.38535503,0.602071006,8.159999847,0.610000014,0.400000006,22.45000076,15301
202046,28800,25600,2,3,536,7295,0.0466,0.6759,5285,0.6885,1039,27017,27017,0.8806,0.0466,0.0261,0.0019,0.0205,0.273127753,0.176211454,0.202643172,0.224669604,0.123348018,0.259433962,0.009433962,0.25,0.740566038,10.32999992,0.560000002,0.25999999,20.70999908,22625
202170,27000,23200,2,3,1309,7475,0.0405,0.5477,4888,0.9736,965,19728,19728,0.7418,0.0741,0.0191,0.0031,0.0298,0.324475525,0.153846154,0.215384615,0.2,0.106293706,0.344827586,0.005997002,0.338830585,0.655172414,9.670000076,0.529999971,0.340000004,20.75,16300
202514,31000,30300,2,3,801,5168,0.1598,0.4598,4798,0.7172,981,18470,18470,0.9139,0.0449,0.0012,0.005,0.0337,0.278546713,0.176470588,0.247404844,0.235294118,0.062283737,0.450729927,0.012773723,0.437956204,0.549270073,5.289999962,0.50999999,0.449999988,21.65999985,11625
203085,31100,29500,2,3,1273,6906,0.1304,0.583,5340,0.7486,1014,16134,16134,0.9042,0.0463,0.0063,8.00E-04,0.011,0.24744898,0.164540816,0.297193878,0.223214286,0.067602041,0.448322148,0.010738255,0.437583893,0.551677852,6.369999886,0.449999988,0.449999988,20.61000061,11625
203544,51400,49500,2,1,767,11688,0.4224,0.2667,5216,0.2821,990,6770,6770,0.867,0.0652,0.0117,0.0026,0.0235,0.387155963,0.190825688,0.211009174,0.155963303,0.055045872,0.462626263,0.026262626,0.436363636,0.537373737,8.06000042,0.819999993,0.460000008,26.36000061,12750
203580,31900,27700,2,3,655,5015,0.1389,0.4272,5665,0.7594,943,21390,21390,0.8427,0.0718,0.0092,0.0015,0.0168,0.378378378,0.15970516,0.194103194,0.191646192,0.076167076,0.402144772,0.013404826,0.388739946,0.597855228,7,0.699999988,0.400000006,22.51000023,11750
203757,33500,30500,2,3,1708,5747,0.5012,0.3636,4984,0.4108,914,9816,9816,0.7254,0.1282,0.0059,0.0047,0.0199,0.555938038,0.123063683,0.149741824,0.126506024,0.04475043,0.477884615,0.030769231,0.447115385,0.522115385,7.519999981,0.829999983,0.479999989,27.85000038,12750
204176,51400,53500,2,3,589,6019,0.1749,0.625,5401,0.5954,885,7024,7024,0.8217,0.0917,0.034,0,0.0102,0.329268293,0.146341463,0.210365854,0.216463415,0.097560976,0.412751678,0.013422819,0.399328859,0.587248322,8.659999847,0.879999995,0.409999996,23.44000053,16426
204185,34500,31700,2,3,2030,7472,0.0256,0.6106,6022,0.7998,1042,19850,19850,0.8961,0.0389,0.0044,0.002,0.0069,0.216061186,0.157743786,0.296367113,0.227533461,0.102294455,0.414560162,0.004044489,0.410515672,0.585439838,6.789999962,0.5,0.409999996,19.72999954,14500
204468,33400,33400,2,3,746,3559,0.1903,0.4595,4247,0.5346,920,19220,19220,0.6019,0.2359,0.0094,0.0027,0.0228,0.419588876,0.178960097,0.194679565,0.143893591,0.062877872,0.43373494,0.013386881,0.420348059,0.56626506,9.029999733,0.649999976,0.430000007,26.62999916,13250
204635,57000,46600,2,3,2542,10188,0.011,0.6694,6678,0.924,1165,27045,27045,0.9603,0.0181,0.0106,0.0016,0.0059,0.159292035,0.131381892,0.250510551,0.291354663,0.167460858,0.288841808,0.004943503,0.283898305,0.711158192,7.329999924,0.479999989,0.289999992,19.96999931,17034
204796,37500,33800,1,3,36029,10975,0.0718,0.6822,9011,0.7347,1167,8082,19305,0.7919,0.0754,0.0537,0.0041,0.0253,0.310395877,0.157308916,0.213290931,0.195690317,0.12331396,0.352256864,0.011575151,0.340681712,0.647743136,8.93999958,0.50999999,0.349999994,21.04000092,12100
206048,36400,33200,2,3,1177,5052,0.0697,0.314,4690,0.7204,950,15000,15000,0.8003,0.1555,0.0025,0,0.0204,0.343909928,0.18321392,0.228249744,0.18321392,0.061412487,0.519144144,0.018018018,0.501126126,0.480855856,6.369999886,0.519999981,0.519999981,23.93000031,14375
206330,31200,28500,2,3,1375,4066,0.3593,0.4793,4093,0.6597,930,15050,15050,0.8444,0.1316,0.0044,0.0036,0.0116,0.343618513,0.161290323,0.221598878,0.194950912,0.078541375,0.528072838,0.012139606,0.515933232,0.471927162,5.949999809,0.469999999,0.529999971,23.31999969,10563
206349,43400,44500,2,3,1118,7492,0.3265,0.4667,5106,0.6507,972,19090,19090,0.6896,0.2674,0.0098,0.0036,0.0188,0.473758865,0.168794326,0.177304965,0.141843972,0.038297872,0.454253612,0.036918138,0.417335474,0.545746388,9.090000153,0.930000007,0.449999988,25.95000076,17350
206437,36900,34600,2,3,1814,4823,0.2227,0.5625,5116,0.8024,1005,16540,16540,0.7839,0.0606,0.0061,0.0039,0.0105,0.284110535,0.162348877,0.2582038,0.208117444,0.087219344,0.46802595,0.011121409,0.456904541,0.53197405,6.340000153,0.649999976,0.469999999,22.19000053,12775
206507,30500,29200,2,3,1723,4098,0.1973,0.5182,4920,0.9542,996,19206,19206,0.7086,0.0946,0.0041,0.0052,0.0087,0.297328688,0.18815331,0.271777004,0.18466899,0.058072009,0.517967782,0.012391574,0.505576208,0.482032218,6.380000114,0.600000024,0.519999981,22.18000031,13949
207041,31500,30100,1,3,3775,4081,0.1658,0.3483,5425,0.9838,970,3256,7890,0.7089,0.0479,0.0056,0.2024,0.0217,0.615729219,0.178198109,0.135888502,0.056246889,0.013937282,0.526858383,0.044492675,0.482365708,0.473141617,6.150000095,0.610000014,0.529999971,24.18000031,8424
207254,38900,34100,3,2,1010,7981,0,0.384,2794,0.984,893,12000,12000,0.7089,0.0881,0.0347,0.0376,0.1208,0.549196787,0.166666667,0.158634538,0.085341366,0.040160643,0.451688009,0.04540163,0.40628638,0.548311991,6.539999962,0.079999998,0.449999988,22.57999992,13316
207388,39900,35700,1,3,19001,5915,0.1197,0.5925,6373,0.5099,1124,4365,12389,0.7882,0.0384,0.0139,0.0906,0.0228,0.393094665,0.155087024,0.187208151,0.163011179,0.101598981,0.32245509,0.01257485,0.30988024,0.67754491,8.850000381,0.5,0.319999993,21.39999962,12710
207458,40400,34000,2,3,1959,6050,0.1863,0.5043,5913,0.8084,1130,18000,18000,0.6008,0.0796,0.0214,0.0362,0.0383,0.382838284,0.181518152,0.169416942,0.156215622,0.110011001,0.295373666,0.021352313,0.274021352,0.704626335,9.430000305,0.629999995,0.300000012,24.01000023,12114
207500,45100,37900,1,3,20094,6200,0.1216,0.5621,7340,0.8568,1165,5008,12901,0.7534,0.0535,0.0526,0.0728,0.0387,0.404380189,0.170340681,0.165903235,0.147437733,0.111938162,0.317521041,0.016985463,0.300535578,0.682478959,9.590000153,0.540000021,0.319999993,22.03000069,13750
207689,36600,32200,2,3,812,2291,0.3966,0.3234,3430,0.7952,897,11800,11800,0.6416,0.0653,0.0062,0.1096,0.0788,0.484265734,0.229020979,0.15034965,0.101398601,0.034965035,0.43902439,0.042682927,0.396341463,0.56097561,7.230000019,0.629999995,0.439999998,28.88999939,9267
207722,29100,27500,1,3,1281,3835,0.1717,0.3668,4567,0.8862,1010,2784,6576,0.7588,0.0578,0.0078,0.1272,0.0289,0.52027972,0.169230769,0.201398601,0.085314685,0.023776224,0.46749226,0.024767802,0.442724458,0.53250774,5.460000038,0.600000024,0.469999999,22.57999992,6250
207971,46400,36000,2,3,2749,13056,0.0469,0.6073,7638,0.7507,1224,19235,19235,0.6588,0.0684,0.0226,0.0491,0.0367,0.353720693,0.132517839,0.174311927,0.188583079,0.150866463,0.263665595,0.00750268,0.256162915,0.736334405,9.489999771,0.540000021,0.25999999,21.12000084,12750
208646,33000,30000,1,3,2956,4924,0.3799,0.2992,4952,0.7455,990,5652,5652,0.8194,0.0173,0.0345,0.0173,0.0332,0.494596313,0.196439924,0.179910998,0.105530833,0.023521933,0.441504178,0.02994429,0.411559889,0.558495822,6.769999981,0.629999995,0.439999998,25.95999908,12250
209287,27800,24600,2,3,590,4649,0.1,0.4257,4950,0.8378,1069,11750,11750,0.8966,0.0169,0.0424,0.0068,0.0339,0.419178082,0.178082192,0.21369863,0.136986301,0.052054795,0.287790698,0.005813954,0.281976744,0.712209302,8.369999886,0.430000007,0.289999992,22.65999985,11625
209612,33500,31300,2,3,1210,5352,0.0314,0.6404,6020,0.8737,1135,21490,21490,0.6711,0.0124,0.2,0.0074,0.0347,0.308943089,0.14498645,0.243902439,0.207317073,0.094850949,0.296402878,0.017266187,0.279136691,0.703597122,9.100000381,0.639999986,0.300000012,21.01000023,14500
210146,30900,27500,1,3,4251,5074,0.2035,0.4005,5102,0.7485,1020,5005,16054,0.8062,0.0141,0.0336,0.0212,0.043,0.483840304,0.152091255,0.177281369,0.123574145,0.063212928,0.352760736,0.012269939,0.340490798,0.647239264,9.340000153,0.560000002,0.349999994,23.10000038,12294
210304,38400,31700,2,3,567,4484,0.0335,0.5,4075,0.5683,1003,18650,18650,0.5908,0.0441,0.0176,0.0071,0.0335,0.4,0.198319328,0.210084034,0.146218487,0.045378151,0.394285714,0.026666667,0.367619048,0.605714286,7.550000191,0.649999976,0.389999986,28.64999962,11989.5
210331,29800,27500,2,3,771,4567,0.153,0.6111,3747,0.8289,1106,18044,18044,0.9001,0.0091,0.0246,0.0156,0.0272,0.284452297,0.173144876,0.270318021,0.201413428,0.070671378,0.285981308,0.009345794,0.276635514,0.714018692,7.889999866,0.600000024,0.289999992,22.97999954,12094
210401,34400,32100,2,3,1813,10730,0.0088,0.741,6874,0.7509,1225,28416,28416,0.599,0.016,0.0662,0.0077,0.0392,0.209535759,0.130489335,0.243412798,0.232120452,0.184441656,0.200263505,0.014492754,0.185770751,0.799736495,11.39999962,0.560000002,0.200000003,19.80999947,14009
210429,30500,28000,1,3,4277,4798,0.1115,0.4455,4693,0.9339,970,4488,13719,0.7994,0.0166,0.0302,0.0154,0.061,0.373099954,0.167204053,0.222017504,0.170888991,0.066789498,0.405460061,0.026289181,0.37917088,0.594539939,8,0.579999983,0.409999996,21.47999954,11846
210669,34500,32700,2,3,2016,9388,0.0045,0.7331,6258,0.6232,1209,26950,26950,0.9296,0.0149,0.0293,0.005,0.0119,0.171038825,0.145855194,0.247639035,0.253934942,0.181532004,0.227122382,0.005512679,0.221609702,0.772877619,10.19999981,0.550000012,0.230000004,19.40999985,17125
211024,24600,23200,2,3,697,4144,0.0373,0.4503,3823,0.7766,1069,13260,13260,0.9311,0.0143,0.01,0.0029,0.0158,0.326484018,0.232876712,0.267123288,0.118721461,0.054794521,0.262650602,0.004819277,0.257831325,0.737349398,7.610000134,0.589999974,0.25999999,20.07999992,9500
211088,33000,31100,2,3,1894,7278,0.076,0.5765,6689,0.7846,1079,24270,24270,0.812,0.0882,0.0243,0.0016,0.0243,0.2578125,0.146701389,0.225694444,0.229166667,0.140625,0.358166189,0.013371538,0.344794651,0.641833811,10.31000042,0.730000019,0.360000014,20.35000038,15500
211291,56400,53400,2,3,3558,12121,0.0039,0.895,7724,0.3395,1305,32788,32788,0.8328,0.0247,0.0663,0.0037,0.0242,0.144640999,0.10301769,0.201873049,0.233090531,0.317377732,0.139008621,0.006465517,0.132543103,0.860991379,14.30000019,0.519999981,0.140000001,19.42000008,17125
211468,38100,36100,2,3,1820,5860,0.4802,0.5367,5718,0.6614,1061,22712,22712,0.8456,0.0615,0.0269,0.0049,0.056,0.384158416,0.159405941,0.21980198,0.159405941,0.077227723,0.473801561,0.031215162,0.442586399,0.526198439,8.449999809,0.949999988,0.469999999,24.94000053,16500
211583,32600,30500,2,3,1000,7047,0.198,0.4608,5153,0.7167,965,21582,21582,0.513,0.379,0.025,0,0.055,0.442779292,0.171662125,0.174386921,0.132152589,0.079019074,0.426966292,0.019261637,0.407704655,0.573033708,9.670000076,0.699999988,0.430000007,25.34000015,14376
212009,40100,39100,2,3,2301,11199,0.0039,0.8419,7091,0.4931,1286,32120,32120,0.8244,0.0417,0.0439,0.0048,0.0387,0.151248165,0.130690162,0.193832599,0.224669604,0.299559471,0.133846154,0.015384615,0.118461539,0.866153846,14.89999962,0.569999993,0.129999995,19.36000061,17125
212115,34200,32600,1,3,5441,5557,0.0761,0.4875,7063,0.6972,985,6399,13822,0.902,0.0377,0.0129,0.0017,0.041,0.248263889,0.144097222,0.240277778,0.238541667,0.128819444,0.418195432,0.011231748,0.406963684,0.581804568,8.520000458,0.589999974,0.419999987,20.85000038,13500
212197,42700,41600,2,3,2082,9816,0.1134,0.7002,6145,0.6228,1115,25200,25200,0.9188,0.0187,0.0187,0.0014,0.0163,0.165242165,0.135802469,0.229819563,0.285849953,0.18328585,0.323170732,0.009146342,0.31402439,0.676829268,9.350000381,0.660000026,0.319999993,21.25,17125
212601,43500,38700,2,3,2394,5849,0.0906,0.6561,5715,0.8641,1030,19245,19245,0.896,0.0464,0.0134,0.0017,0.0071,0.292720307,0.144061303,0.27816092,0.199233717,0.085823755,0.380363036,0.00660066,0.373762376,0.619636964,7.760000229,0.600000024,0.379999995,20.63999939,17125
212656,32900,29100,2,3,1754,6280,0.0998,0.546,5028,0.6815,1092,17480,17480,0.8347,0.1408,0.0063,0.0023,0.0051,0.303171642,0.19869403,0.268656716,0.156716418,0.072761194,0.380062305,0.018691589,0.361370717,0.619937695,7.550000191,0.589999974,0.379999995,25.30999947,14850
212984,44000,42500,2,3,2209,11654,0.3757,1,5894,0.695,951,17740,17740,0.718,0.0774,0.0435,0.0023,0.0317,0.346031746,0.166666667,0.221428571,0.191269841,0.074603175,0.57688808,0.029117379,0.547770701,0.42311192,6.829999924,0.779999971,0.579999983,23.85000038,14375
213011,43500,39600,2,3,3017,3811,0.771,0.595,5560,0.8891,970,19500,19500,0.8697,0.0703,0.0113,0.001,0.0162,0.295591182,0.18737475,0.208416834,0.19739479,0.111222445,0.479683973,0.027088036,0.452595937,0.520316027,10.43999958,0.800000012,0.479999989,26.77000046,11637
213251,36400,32300,2,3,1379,7977,0.008,0.7438,6414,0.7376,1175,25890,25890,0.9144,0.0174,0.016,0.0029,0.0138,0.17816092,0.156609195,0.264367816,0.235632184,0.165229885,0.317337461,0.003095975,0.314241486,0.682662539,8.399999619,0.550000012,0.319999993,19.71999931,17125
213385,50300,47200,2,3,2310,16248,0.0152,0.8988,8077,0.3747,1271,29982,29982,0.8281,0.0481,0.0238,0.0022,0.0424,0.125200642,0.099518459,0.191011236,0.274478331,0.309791332,0.149501661,0.004983389,0.144518272,0.850498339,14.43000031,0.469999999,0.150000006,19.31999969,17125
213400,27800,25700,2,3,678,4837,0.1313,0.619,4402,0.7925,992,13080,13080,0.9159,0.0442,0.0118,0,0.0221,0.284671533,0.214111922,0.296836983,0.150851582,0.053527981,0.362924282,0.015665796,0.347258486,0.637075718,7.460000038,0.529999971,0.360000014,22.45000076,9000
213826,31500,29300,2,3,1807,7022,0.0814,0.6383,6355,0.7545,1035,21490,21490,0.855,0.021,0.0122,0.0044,0.026,0.333982473,0.160662123,0.243427459,0.157740993,0.104186952,0.380042463,0.012738854,0.367303609,0.619957537,8.090000153,0.74000001,0.379999995,20.77000046,16500
213996,34100,32600,2,3,2889,9114,0.009,0.7566,6009,0.7458,1194,21420,21420,0.8944,0.0242,0.0183,3.00E-04,0.0187,0.14166032,0.114242194,0.264280274,0.291698401,0.188118812,0.224940805,0.005524862,0.219415943,0.775059195,9.75,0.629999995,0.219999999,19.54999924,16138
214166,35900,33000,2,2,1424,5255,0.1945,0.478,4925,0.7671,912,14710,14710,0.8392,0.0183,0.0021,0.0056,0.0084,0.45,0.230392157,0.211764706,0.092156863,0.015686275,0.582685905,0.023307436,0.559378468,0.417314095,4.599999905,0.730000019,0.579999983,24.86000061,12250
214591,40500,37100,1,3,3231,9967,0.0477,0.6683,6888,0.6706,1030,10626,16024,0.9161,0.0334,0.0223,3.00E-04,0.0167,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214625,40500,37100,1,2,733,9238,0.2005,0.5676,6167,0.6706,951,10200,15332,0.9659,0.0164,0.0068,0.0014,0.0095,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214634,40500,37100,1,2,665,9572,0.3398,0.3689,6253,0.6706,910,10200,15332,0.9053,0.0782,0.003,0.0015,0.012,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214643,40500,37100,1,3,565,9540,0.0885,0.5172,6150,0.6706,982,10200,15332,0.9593,0.0159,0.0088,0,0.0159,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214652,40500,37100,1,3,1077,9375,0.2136,0.377,6434,0.6706,961,10180,15312,0.948,0.0158,0.0093,9.00E-04,0.0232,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214670,40500,37100,1,3,592,10373,0.1841,0.4369,6239,0.6706,1023,10200,15332,0.8294,0.0338,0.0625,0,0.0676,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214689,40500,37100,1,3,3499,9476,0.0674,0.6471,5793,0.6706,1012,10626,16024,0.8805,0.07,0.0217,0.0014,0.0209,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214698,40500,37100,1,3,574,9697,0.0958,0.4452,6136,0.6706,986,10200,15332,0.9321,0.0401,0.0192,0,0.0087,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214704,40500,37100,1,3,2303,10348,0.0795,0.5737,6135,0.6706,992,10626,16024,0.8502,0.0669,0.0404,0.0013,0.036,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214713,40500,37100,1,3,1955,10088,0.1995,0,7410,0.6706,1058,10616,16014,0.8082,0.0793,0.067,0,0.0307,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214731,40500,37100,1,3,1388,10160,0.1073,0.3565,6337,0.6706,945,10200,15332,0.7493,0.152,0.0749,7.00E-04,0.0187,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214740,40500,37100,1,2,658,9263,0.1748,0.5164,5927,0.6706,953,10190,15322,0.9818,0.0076,0.0046,0.003,0.003,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214759,40500,37100,1,3,839,10103,0.2193,0.4205,5786,0.6706,903,10180,15312,0.9213,0.0667,0.0072,0,0.0048,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214768,40500,37100,1,3,1015,9886,0.0305,0.5692,5563,0.6706,990,10190,15322,0.802,0.065,0.0621,0.002,0.067,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214777,40500,37100,1,3,33672,10022,0.027,0.842,7985,0.6706,1189,11508,21744,0.8465,0.0404,0.0581,0.001,0.0324,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214786,40500,37100,1,3,611,8884,0.0933,0.5,6055,0.6706,954,10180,15312,0.8265,0.1358,0.0262,0,0.0098,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
214795,40500,37100,1,2,847,9450,0.2385,0.477,5646,0.6706,964,10200,15332,0.8619,0.085,0.0177,0.0024,0.0295,0.28572984,0.153952239,0.210096538,0.197757132,0.152464252,0.350346839,0.011232855,0.339113984,0.649653161,9.460000038,0.479999989,0.349999994,20.87999916,15125
