UNITID,mn_earn_wne_p6,md_earn_wne_p6,CONTROL,PREDDEG,UGDS,INEXPFTE,PPTUG_EF,C150_4,AVGFACSAL,ADM_RATE_ALL,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOld,UGDS_HISPOld,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,PAR_ED_PCT_1STGEN,PAR_ED_PCT_MS,PAR_ED_PCT_HS,PAR_ED_PCT_PS,pct_grad_prof,female,first_gen,age_entry,DEBT_MDN
100724,21200,19300,1,3,4455,4535,0.1122,0.2287,5473,0.5071,756,4008,8016,0.0238,0.9677,0.0011,4.00E-04,0.0025,0.709860093,0.151232512,0.077281812,0.049300466,0.012325117,0.447219984,0.019742143,0.427477841,0.552780016,6.760000229,0.569999993,0.449999988,20.88999939,12563
100751,35700,32900,1,3,17372,6694,0.0942,0.629,7636,0.7367,1087,4864,13516,0.8354,0.1183,0.0092,0.0062,0.0152,0.366672465,0.141415898,0.167855279,0.191511567,0.13254479,0.300167069,0.012622981,0.287544088,0.699832931,9.210000038,0.560000002,0.300000012,20.77000046,14500
102632,32400,29600,1,3,1280,8530,0.4281,0.1875,5564,0.8194,1050,3858,10890,0.6523,0.0055,0.043,0.1813,0.0234,0.538961039,0.168831169,0.137987013,0.121753247,0.032467533,0.356617647,0.03125,0.325367647,0.643382353,9.539999962,0.660000026,0.360000014,26.51000023,7838.5
104151,39500,36300,1,3,39649,7565,0.1747,0.5493,8421,0.906,1096,4406,15095,0.6877,0.0372,0.0536,0.024,0.126,0.45090489,0.16722592,0.149843226,0.126739645,0.105286319,0.35041816,0.02921147,0.321206691,0.64958184,9.539999962,0.550000012,0.349999994,22.55999947,13285
104179,38300,33500,1,3,28023,9632,0.1225,0.5892,8399,0.877,1113,4498,13682,0.6551,0.0304,0.0573,0.0195,0.1541,0.427765487,0.159734513,0.153650443,0.126659292,0.132190266,0.301002148,0.025769506,0.275232641,0.698997853,11.43000031,0.550000012,0.300000012,21.52000046,12084
106342,29500,27100,2,3,469,11739,0.0277,0.6809,5475,0.717,1170,13905,13905,0.8657,0.0448,0.0085,0.0149,0.0192,0.41,0.196666667,0.166666667,0.13,0.096666667,0.352727273,0.014545455,0.338181818,0.647272727,5.940000057,0.569999993,0.349999994,20.89999962,10500
106397,38600,34500,1,3,13654,6329,0.1534,0.5642,7288,0.8745,1147,5495,13222,0.8323,0.0499,0.0266,0.0201,0.0209,0.392621028,0.159522286,0.183194711,0.149498827,0.115163148,0.334097684,0.01673928,0.317358404,0.665902316,8.479999542,0.519999981,0.330000013,21.45999908,13581
106458,28900,25500,1,3,8650,4464,0.1765,0.3912,5592,0.6476,990,5440,12145,0.7825,0.1682,0.0052,0.0037,0.0099,0.6287374,0.162822484,0.119255083,0.069195285,0.019989749,0.533385703,0.055773763,0.47761194,0.466614297,5.170000076,0.629999995,0.529999971,23.97999954,10500
107044,33600,31700,2,3,4124,6087,0.0572,0.5855,5418,0.6152,1090,10800,10800,0.87,0.0369,0.0075,0.0114,0.0145,0.254612546,0.145492884,0.222983658,0.232472325,0.144438587,0.228476821,0.007726269,0.220750552,0.771523179,8.180000305,0.550000012,0.230000004,20.59000015,16018
107983,30000,27200,1,3,2683,4317,0.1047,0.5027,5004,0.8164,973,4290,6300,0.6347,0.287,0.0075,0.0063,0.0108,0.620574482,0.170340681,0.116900468,0.074148297,0.018036072,0.516399695,0.019069413,0.497330282,0.483600305,4.610000134,0.569999993,0.519999981,22.40999985,8000
110422,48100,44900,1,3,17509,5917,0.0515,0.688,7671,0.1438,1208,4245,14415,0.6487,0.0116,0.1123,0.0081,0.0984,0.306065185,0.138139435,0.157781135,0.196632851,0.201381394,0.272055427,0.028406467,0.243648961,0.727944573,10.98999977,0.439999998,0.270000011,20.39999962,14500
110495,33300,29400,1,3,6479,5015,0.3056,0.517,6936,0.58,960,3030,13200,0.411,0.0366,0.1162,0.0099,0.2823,0.563953488,0.177325581,0.127906977,0.092054264,0.03875969,0.533441427,0.11633563,0.417105797,0.466558573,4.75,0.689999998,0.529999971,23.64999962,10310
110510,35300,31800,1,3,12686,4432,0.1778,0.4223,7380,0.6342,887,3092,13262,0.3167,0.1188,0.0812,0.0086,0.339,0.59826141,0.169357342,0.128065818,0.071406396,0.032909035,0.504924242,0.104356061,0.400568182,0.495075758,5.619999886,0.680000007,0.5,24.04000092,15953.5
110547,36500,32300,1,3,9071,4700,0.4093,0.351,7560,0.1272,828,2991,13161,0.1261,0.2742,0.0866,0.0049,0.3533,0.667449507,0.185767966,0.092062001,0.036167215,0.018553311,0.529993618,0.149968092,0.380025527,0.470006382,5.519999981,0.689999998,0.529999971,25.52000046,10500
110565,36400,33000,1,3,29580,4560,0.2827,0.4823,7422,0.6304,980,2990,13160,0.3249,0.0353,0.2236,0.0049,0.2709,0.558944058,0.170494616,0.127990089,0.08539026,0.057180978,0.448685999,0.085636611,0.363049388,0.551314001,7.860000134,0.600000024,0.449999988,22.60000038,10500
110644,42400,37600,1,3,22596,15349,0.0911,0.8012,9192,0.5494,1161,7457,25277,0.3751,0.0255,0.4035,0.0062,0.1084,0.466347758,0.161419513,0.150628546,0.120035599,0.101568584,0.377795011,0.072250226,0.305544785,0.622204989,11.42000008,0.579999983,0.379999995,20.51000023,10000
110662,46800,41100,1,3,24811,22841,0.0387,0.8738,10682,0.2299,1274,6504,24324,0.3357,0.0322,0.3808,0.0045,0.1527,0.530157715,0.160379369,0.126385337,0.093030691,0.090046888,0.362548828,0.0703125,0.292236328,0.637451172,11.13000011,0.579999983,0.360000014,20.92000008,12199.5
110680,42000,38400,1,3,20652,14487,0.0527,0.8457,9777,0.3932,1243,6685,24505,0.3197,0.0133,0.425,0.0043,0.1071,0.468406033,0.171354804,0.1543688,0.115368936,0.090501427,0.341433593,0.046767538,0.294666055,0.658566407,11.43000031,0.540000021,0.340000004,20.20000076,13625
110705,38100,34800,1,3,18044,7971,0.0349,0.7874,9606,0.531,1166,6997,24817,0.5209,0.0264,0.1623,0.0076,0.179,0.398762013,0.164196123,0.158983548,0.138947711,0.139110604,0.350094162,0.068361582,0.28173258,0.649905838,10.30000019,0.569999993,0.349999994,20.04999924,12944
112075,35700,31500,2,3,1419,3965,0.0345,0.5661,5353,0.6814,1046,19300,19300,0.6603,0.0409,0.0416,0.007,0.1233,0.291091594,0.153074028,0.179422836,0.200752823,0.17565872,0.286885246,0.021857924,0.265027322,0.713114754,10.01000023,0.610000014,0.289999992,22,12257
112084,30100,27900,2,3,508,4736,0.1004,0.5161,5038,0.716,991,15880,15880,0.6969,0.0689,0.0256,0.0059,0.1634,0.343490305,0.224376731,0.177285319,0.182825485,0.072022161,0.345679012,0.027777778,0.317901235,0.654320988,7.96999979,0.579999983,0.349999994,23.01000023,10500
114813,33800,30900,2,3,1077,6120,0.0947,0.5741,5461,0.6445,995,19674,19674,0.5896,0.0325,0.0325,0.0121,0.2581,0.428828829,0.192792793,0.200900901,0.11981982,0.057657658,0.442675159,0.074309979,0.368365181,0.557324841,5.190000057,0.689999998,0.439999998,26.02000046,11000
115728,42700,35600,2,3,657,6289,0.3272,0.275,5715,0.7653,982,21640,21640,0.2557,0.2648,0.0868,0.0122,0.1796,0.421911422,0.17948718,0.158508159,0.114219114,0.125874126,0.391304348,0.0625,0.328804348,0.608695652,10.07999992,0.75,0.389999986,25.85000038,14250
117946,46800,41300,2,3,5419,10861,0.0312,0.7601,8672,0.5647,1156,27710,27710,0.5737,0.0758,0.1297,0.0065,0.1971,0.303618711,0.124889673,0.152250662,0.162400706,0.256840247,0.221276596,0.024113475,0.197163121,0.778723404,12.47999954,0.589999974,0.219999999,20.12000084,15125
118888,36200,31400,2,3,881,13400,0.0443,0.6777,8401,0.7734,1129,29990,29990,0.4529,0.0806,0.0795,0.0125,0.0885,0.515789474,0.142105263,0.131578947,0.11754386,0.092982456,0.240704501,0.021526419,0.219178082,0.759295499,14.10000038,0.980000019,0.239999995,23.13999939,14499
120403,35900,32400,2,3,1038,10656,0.0183,0.475,5603,0.5899,1029,26260,26260,0.3382,0.026,0.2784,0.0077,0.1281,0.507042254,0.130784708,0.142857143,0.120724346,0.098591549,0.258426966,0.038202247,0.220224719,0.741573034,11.85999966,0.689999998,0.25999999,21.75,17125
122454,26400,21800,2,3,369,12584,0.1138,0.3243,5217,0.8776,1018,25640,25640,0.6883,0.0217,0.0732,0.019,0.0949,0.586538462,0.105769231,0.120192308,0.076923077,0.110576923,0.233502538,0.010152284,0.223350254,0.766497462,14.31999969,0.519999981,0.230000004,24.28000069,13750
122597,37800,34400,1,3,23575,5037,0.2294,0.4025,7930,0.6696,1002,3128,13298,0.2865,0.0608,0.3103,0.0081,0.139,0.573070434,0.159320962,0.11651202,0.08519612,0.065900464,0.39899731,0.067009049,0.331988261,0.60100269,12.06999969,0.620000005,0.400000006,22.86000061,11250
122931,51900,49800,2,3,4553,9821,0.0191,0.8447,9370,0.5737,1200,28899,28899,0.5711,0.0261,0.1816,0.0057,0.13,0.220868241,0.118050267,0.134805788,0.196496573,0.329779132,0.178426602,0.02595296,0.152473642,0.821573398,14.96000004,0.589999974,0.180000007,19.95000076,13457.5
123961,64700,55000,2,3,16428,22422,0.0309,0.8281,10075,0.2661,1351,32008,32008,0.4818,0.0618,0.2138,0.0077,0.128,0.466128235,0.131036756,0.126421625,0.11603758,0.160375804,0.239491346,0.033910279,0.205581067,0.760508654,12.73999977,0.560000002,0.239999995,21.65999985,15579.5
125727,34700,30500,2,3,1358,10378,0,0.7215,7034,0.7448,1203,27806,27806,0.7474,0.0191,0.0714,0.0147,0.0935,0.144288577,0.132264529,0.21242485,0.23246493,0.278557114,0.188796681,0.004149378,0.184647303,0.81120332,11.86999989,0.579999983,0.189999998,19.37999916,11625
125897,34400,31700,2,3,1258,5338,0.1836,0.5149,6791,0.7974,935,22368,22368,0.4245,0.0596,0.1057,8.00E-04,0.345,0.529780564,0.18338558,0.13322884,0.095611285,0.05799373,0.43040293,0.075091575,0.355311355,0.56959707,8.329999924,0.610000014,0.430000007,22.93000031,19875
126182,26600,24300,1,3,2198,2961,0.1943,0.3535,4780,0.9978,930,4773,9123,0.6005,0.0537,0.015,0.0159,0.2848,0.550545455,0.154181818,0.165818182,0.098181818,0.031272727,0.497142857,0.052244898,0.444897959,0.502857143,8.050000191,0.550000012,0.5,24.12999916,9939
127024,31100,27100,3,2,4900,7054,0.2547,0.44,3727,0.4976,1050,11745,11745,0.5455,0.0729,0.0235,0.0127,0.088,0.590243439,0.182578927,0.133225561,0.06494865,0.029003423,0.506352941,0.066941177,0.439411765,0.493647059,7.420000076,0.430000007,0.50999999,26.55999947,6625
127741,33300,31800,1,3,10638,3920,0.0701,0.4583,5887,0.81,1016,3837,12381,0.7978,0.0282,0.033,0.0122,0.0844,0.286532951,0.154523127,0.230454359,0.211420385,0.117069177,0.337960954,0.015401302,0.322559653,0.662039046,10.73999977,0.620000005,0.340000004,21.25,8607
129020,46200,42900,1,3,15709,9636,0.0327,0.717,9387,0.5156,1181,7912,20416,0.7254,0.0518,0.0703,0.0037,0.045,0.210703694,0.130493394,0.206659477,0.237530332,0.214613103,0.264739884,0.015606936,0.249132948,0.735260116,13.06999969,0.540000021,0.25999999,20.12000084,14326.5
129242,54800,51900,2,3,3688,9017,0.0743,0.8124,8074,0.6372,1184,30235,30235,0.8715,0.0209,0.032,0.0019,0.0507,0.13932399,0.101401484,0.132728772,0.238252267,0.388293487,0.156276687,0.011955594,0.144321093,0.843723313,16.23999977,0.589999974,0.159999996,19.96999931,16953
129525,36800,34200,2,3,5289,10428,0.1233,0.5565,6662,0.6004,1065,24596,24596,0.678,0.1032,0.027,0.0028,0.0476,0.204424416,0.150348218,0.204424416,0.234330193,0.206472757,0.260947274,0.008936551,0.252010724,0.739052726,13.43000031,0.529999971,0.25999999,20.14999962,11625
130226,48500,46100,2,3,5542,8359,0.0462,0.7116,8780,0.5274,1108,24340,24340,0.7911,0.0245,0.0229,0.0014,0.0449,0.130252101,0.101260504,0.183193277,0.281092437,0.304201681,0.21957672,0.007936508,0.211640212,0.78042328,14.10000038,0.639999986,0.219999999,19.89999962,15375
130314,42900,41800,2,3,1125,11808,0.2311,0.5625,6758,0.7184,1111,22225,22225,0.6711,0.136,0.0187,0.0018,0.0844,0.385939742,0.18651363,0.170731707,0.157819225,0.098995696,0.40765391,0.018302829,0.389351082,0.59234609,11.65999985,0.970000029,0.409999996,23.32999992,14500
130493,35600,33200,1,3,8309,5845,0.194,0.357,7410,0.5412,950,5814,13752,0.6996,0.1246,0.0224,0.0036,0.0656,0.329498525,0.154572271,0.189675516,0.215634218,0.110619469,0.413746631,0.025269542,0.388477089,0.586253369,11.94999981,0.649999976,0.409999996,21.14999962,10750
130590,50100,45100,2,3,2214,17998,0.0659,0.8478,8321,0.3943,1287,33630,33630,0.6048,0.0537,0.0578,9.00E-04,0.0488,0.256711409,0.129194631,0.140939597,0.179530201,0.293624161,0.169340464,0.021390374,0.147950089,0.830659537,16.42000008,0.50999999,0.170000002,20.31999969,13625
130697,38400,34800,2,3,2737,21157,0,0.8975,9035,0.2806,1391,32976,32976,0.6072,0.0723,0.099,0.0037,0.0712,0.199203187,0.142098274,0.18061089,0.195219124,0.282868526,0.118881119,0.011188811,0.107692308,0.881118881,18.28000069,0.529999971,0.119999997,19.37999916,14800
130776,36600,33600,1,3,4720,5093,0.1564,0.3458,7751,0.5249,995,5800,13739,0.7788,0.0578,0.0345,0.0013,0.061,0.301185345,0.154094828,0.203663793,0.220366379,0.120689655,0.39261948,0.019963702,0.372655777,0.60738052,12.47999954,0.550000012,0.389999986,21.37000084,8387.5
130794,76400,60200,2,3,5349,71805,0.0019,0.9647,11819,0.0995,1471,31460,31460,0.5106,0.0811,0.1365,0.0086,0.0716,0.445867288,0.135622817,0.116996508,0.118160652,0.183352736,0.142857143,0.010290557,0.132566586,0.857142857,16.25,0.519999981,0.140000001,22.29999924,13476.5
130943,44100,42500,1,3,16352,13471,0.056,0.764,8618,0.4744,1205,7318,17474,0.8419,0.0581,0.0349,0.0032,0.0404,0.156473717,0.122929024,0.17774596,0.247289834,0.295561465,0.222912206,0.006423983,0.216488223,0.777087794,13.22999954,0.589999974,0.219999999,19.69000053,13623.5
131159,45200,43300,2,3,5788,10600,0.0401,0.7051,8693,0.5134,1269,27552,27552,0.6277,0.061,0.0504,0.0036,0.0454,0.22875817,0.125583567,0.181605976,0.207282913,0.256769374,0.144807411,0.005363237,0.139444174,0.855192589,15.5,0.629999995,0.140000001,20.04999924,14093.5
131450,28100,22700,2,3,1213,25263,0.0322,0.2795,8989,0.7552,792,11610,11610,0.5969,0.1162,0.047,0.042,0.0899,0.598911071,0.147005445,0.123411978,0.08892922,0.041742287,0.328482329,0.01039501,0.318087318,0.671517672,9.899999619,0.569999993,0.330000013,22.72999954,8000
131469,56300,49100,2,3,10394,12019,0.0706,0.7843,9776,0.3833,1280,36400,36400,0.6478,0.0601,0.0942,0.0027,0.0495,0.252216749,0.128735632,0.167487685,0.182922824,0.26863711,0.137586207,0.004827586,0.132758621,0.862413793,16.60000038,0.569999993,0.140000001,20.29999924,14500
131496,86100,66000,2,3,6395,18150,0.0227,0.9322,9810,0.215,1385,32024,32024,0.6757,0.0701,0.0943,0.0011,0.0607,0.36904277,0.133604888,0.136863544,0.140529532,0.219959267,0.132908705,0.011464968,0.121443737,0.867091295,17.15999985,0.540000021,0.129999995,21.87000084,14500
131520,40300,35000,2,3,7164,14139,0.0556,0.6734,5685,0.4691,1112,12295,12295,0.0021,0.8994,0.0092,6.00E-04,0.006,0.408051235,0.188167124,0.168648978,0.1305276,0.104605063,0.260763038,0.0140007,0.246762338,0.739236962,10.94999981,0.680000007,0.25999999,20.96999931,16500
132657,33300,30300,2,3,2342,6590,0.0999,0.4234,4566,0.7942,909,24700,24700,0.5465,0.0534,0.0081,0.0034,0.067,0.363049096,0.162790698,0.15374677,0.130490956,0.189922481,0.285306705,0.018544936,0.266761769,0.714693295,13.51000023,0.579999983,0.289999992,22.45000076,6625
132903,36800,34700,1,3,37507,4407,0.2387,0.5669,7155,0.6189,1130,3339,16471,0.6821,0.0865,0.0517,0.0044,0.1302,0.494185145,0.166382385,0.151031168,0.119165762,0.06923554,0.335539153,0.020106897,0.315432256,0.664460847,8.609999657,0.600000024,0.340000004,22.14999962,11340
133650,32800,26700,1,3,10311,6201,0.1008,0.4454,6661,0.7142,892,2958,14949,0.0241,0.9471,0.0052,6.00E-04,0.0091,0.55734767,0.178091398,0.127240143,0.094310036,0.043010753,0.342949582,0.020221084,0.322728498,0.657050418,7.690000057,0.579999983,0.340000004,20.31999969,15125
133881,41500,37600,2,3,2337,8542,0.0334,0.5224,6595,0.8239,1163,25150,25150,0.5901,0.0364,0.0295,0.0039,0.0706,0.251760563,0.150528169,0.236795775,0.195422535,0.165492958,0.253938832,0.012048193,0.24189064,0.746061168,9.75,0.349999994,0.25,20.36000061,13375
134097,37000,34100,1,3,30206,5710,0.1043,0.664,7321,0.6243,1155,3208,16340,0.7259,0.1159,0.0287,0.0035,0.1057,0.395019531,0.164355469,0.170800781,0.158691406,0.111132813,0.294569564,0.011681751,0.282887813,0.705430436,10.13000011,0.589999974,0.289999992,20.76000023,14292
135726,50500,43200,2,3,10132,17723,0.0524,0.7073,8367,0.4614,1261,29504,29504,0.5143,0.0932,0.0549,0.0027,0.2328,0.361744301,0.144697721,0.157829534,0.148909812,0.186818632,0.232880362,0.017585931,0.215294431,0.767119638,12.18999958,0.579999983,0.230000004,20.87000084,14632
137847,37200,35600,2,3,4596,5736,0.0966,0.5533,6550,0.5031,1071,18848,18848,0.6371,0.0627,0.0183,0.0046,0.0888,0.312969925,0.153665414,0.192199248,0.188909774,0.152255639,0.293969849,0.006532663,0.287437186,0.706030151,11,0.660000026,0.289999992,21.01000023,12750
138293,30100,28600,2,3,557,2964,0.0916,0.5333,4323,0.6566,885,13950,13950,0.5494,0.2262,0.0072,0.0036,0.0628,0.423507463,0.166044776,0.173507463,0.143656716,0.093283582,0.42557652,0.037735849,0.387840671,0.57442348,7.239999771,0.400000006,0.430000007,21.87999916,8250
138716,24400,22300,1,3,3187,6389,0.1556,0.4444,5210,0.9168,915,3022,10338,0.037,0.9482,0.0019,6.00E-04,0.0038,0.600108225,0.162337662,0.137987013,0.076839827,0.022727273,0.387117762,0.024072869,0.363044893,0.612882238,6.369999886,0.670000017,0.389999986,22.45999908,14517
138789,35300,32700,1,3,5787,4411,0.3672,0.2209,5300,0.9988,1020,2438,9754,0.6909,0.2269,0.0299,0.0041,0.0316,0.53298791,0.172366149,0.144041451,0.10984456,0.040759931,0.400925212,0.026985351,0.373939861,0.599074788,6.96999979,0.709999979,0.400000006,24.45000076,9625
138947,26100,24300,2,3,3667,6927,0.0412,0.3045,4692,0.4661,927,13972,13972,0.0019,0.9021,5.00E-04,8.00E-04,0.0027,0.456210903,0.203753351,0.166666667,0.100536193,0.072832887,0.294365456,0.011058452,0.283307004,0.705634545,8.390000343,0.75,0.289999992,19.92000008,15625.5
138983,29100,26100,1,3,5386,3799,0.3166,0.2082,5645,0.659,956,2920,10236,0.6652,0.2622,0.0291,0.0028,0.0303,0.597972973,0.156906907,0.127252252,0.085960961,0.031906907,0.412478336,0.022097054,0.390381283,0.587521664,7.679999828,0.699999988,0.409999996,23.75,8250
139144,29200,27300,2,3,1855,11081,0.0151,0.6384,5905,0.8303,1149,17570,17570,0.8981,0.0318,0.0156,0.0011,0.0162,0.228215768,0.195020747,0.222683264,0.189488243,0.164591978,0.227405248,0.010204082,0.217201166,0.772594752,8.600000381,0.649999976,0.230000004,19.71999931,8516
139205,28100,25600,2,3,1139,4862,0.2283,0.2227,4682,0.3707,947,12684,12684,0.6313,0.2309,0.0053,0,0.0219,0.498743719,0.184673367,0.192211055,0.087939699,0.036432161,0.460982659,0.039017341,0.421965318,0.539017341,5.139999866,0.629999995,0.460000008,25.75,11000
139311,34300,31300,1,3,6175,3850,0.4602,0.1964,5772,0.5556,973,2962,10278,0.3673,0.5331,0.0465,0.0026,0.0261,0.597023636,0.184709659,0.128975781,0.067989495,0.02130143,0.42430484,0.032612427,0.391692413,0.57569516,6.460000038,0.74000001,0.419999987,26.22999954,10875
139463,26700,25400,1,2,4157,4264,0.5398,0.122,5086,0.7008,939,1666,6240,0.8723,0.0236,0.0123,0.0017,0.0712,0.663887107,0.213598461,0.088518281,0.027581783,0.006414368,0.579109063,0.107526882,0.471582181,0.420890937,4.059999943,0.689999998,0.579999983,25.29999924,5500
139630,26300,26000,2,3,643,3646,0.0762,0.4478,4137,0.344,985,9800,9800,0.8056,0.1617,0.0124,0.0031,0.0093,0.446194226,0.194225722,0.215223097,0.110236221,0.034120735,0.439882698,0.014662757,0.425219941,0.560117302,6.599999905,0.560000002,0.439999998,21.47999954,13250
139719,24200,21000,1,3,1943,5046,0.1282,0.2512,5897,0.3621,902,3044,10360,0.0293,0.9521,0.0026,0.001,0.0026,0.573043478,0.169565217,0.153043478,0.077391304,0.026956522,0.415384615,0.027692308,0.387692308,0.584615385,6.400000095,0.519999981,0.419999987,21.31999969,12764
139755,59700,59400,1,3,11624,8874,0.0579,0.761,9745,0.675,1317,4648,18990,0.6869,0.0724,0.1469,0.0025,0.0381,0.266629087,0.130496054,0.169391206,0.200958286,0.232525366,0.168044891,0.007678677,0.160366214,0.831955109,11.71000004,0.289999992,0.170000002,20.03000069,14138
139764,30700,27700,1,3,2181,5309,0.2247,0.3166,5311,0.7359,979,3056,10372,0.619,0.3352,0.011,0.0055,0.0092,0.55954323,0.156606852,0.145187602,0.111745514,0.026916803,0.41170916,0.024551464,0.387157696,0.58829084,6.550000191,0.680000007,0.409999996,24,9360
139931,33200,31600,1,3,13975,4064,0.0681,0.4091,5289,0.5424,1055,3462,10778,0.7448,0.2186,0.0121,0.002,0.0149,0.32769831,0.164336801,0.194408323,0.191157347,0.12239922,0.331287268,0.01490705,0.316380218,0.668712732,8.420000076,0.50999999,0.330000013,20.59000015,13125
140252,36000,29600,2,3,449,2838,0.3274,0.1795,4299,0.3789,972,5733,5733,0.0869,0.049,0.0156,0,0.0067,0.676783005,0.142640364,0.091047041,0.048558422,0.040971168,0.339966833,0.016583748,0.323383085,0.660033168,10.02999973,0.449999988,0.340000004,26.81999969,8334
140322,30200,27800,1,2,5974,3589,0.5363,0.063,5349,0.5884,902,1730,6354,0.5531,0.3981,0.0209,0.0033,0.0199,0.700992556,0.152295285,0.087779156,0.043424318,0.015508685,0.495149254,0.039925373,0.455223881,0.504850746,6.980000019,0.74000001,0.5,25.87999916,7056.5
140872,30000,26600,2,3,997,6079,0.1163,0.2899,5023,0.38,962,13020,13020,0.8455,0.0682,0.01,0.003,0.0231,0.294117647,0.150735294,0.21875,0.185661765,0.150735294,0.385080645,0.026209677,0.358870968,0.614919355,8.180000305,0.569999993,0.389999986,22.60000038,8792.5
140960,24300,22000,1,3,2943,4351,0.1964,0.2776,5542,0.3206,887,3056,10372,0.0285,0.9514,0.0048,3.00E-04,0.0034,0.577004219,0.173523207,0.151898734,0.073839662,0.023734177,0.381651376,0.014067278,0.367584098,0.618348624,6.929999828,0.560000002,0.379999995,20.86000061,10444
140988,41300,36000,2,3,2454,4249,0.011,0.5135,4877,0.7459,1001,13500,13500,0.5045,0.4128,0.0061,0.0037,0.0163,0.374547648,0.213510253,0.197225573,0.159831122,0.054885404,0.490727532,0.042796006,0.447931526,0.509272468,6.889999866,0.660000026,0.49000001,31.61000061,17875
141097,43700,42000,1,3,3299,5462,0.3356,0.2445,5851,0.8328,1102,3174,11038,0.6472,0.2052,0.0594,0.0024,0.0291,0.44628695,0.17519827,0.163662581,0.145638068,0.069214131,0.33755943,0.020602219,0.316957211,0.662440571,9.010000229,0.189999998,0.340000004,23.46999931,9941.5
141185,23600,21600,2,3,910,3706,0.0516,0.4676,3755,0.6341,1029,12050,12050,0.8615,0.0286,0.0692,0.0011,0.0209,0.373626374,0.216117216,0.210622711,0.148351648,0.051282051,0.324701195,0.017928287,0.306772908,0.675298805,6.659999847,0.560000002,0.319999993,20.77000046,10331.5
141237,25500,22700,2,2,353,4757,0.0397,0.102,3823,0.4205,897,11550,11550,0.83,0.1161,0.0085,0,0.0283,0.316770186,0.173913044,0.242236025,0.183229814,0.083850932,0.416949153,0.016949153,0.4,0.583050848,6.920000076,0.439999998,0.419999987,20.14999962,2626
141565,28900,26600,1,3,3095,7612,0.157,0.306,6034,0.552,978,2603,8171,0.4152,0.0139,0.454,0.009,0.0252,0.562291806,0.130579614,0.149900067,0.103930713,0.053297802,0.343251089,0.023222061,0.320029028,0.656748912,8.43999958,0.589999974,0.340000004,23.12999916,7265.5
142285,33900,29900,1,3,8978,6708,0.0755,0.5738,6455,0.8317,1084,3968,12738,0.8403,0.0094,0.0223,0.0124,0.0409,0.380567856,0.184162542,0.199010159,0.153685856,0.082573587,0.344298857,0.015054363,0.329244494,0.655701143,9.380000114,0.479999989,0.340000004,21.45999908,14500
142328,30200,27900,1,3,2944,6084,0.2259,0.2748,4648,0.5909,945,3714,10266,0.7986,0.0082,0.0099,0.0469,0.0486,0.579683698,0.185523114,0.156934307,0.061435523,0.016423358,0.477869986,0.036652835,0.441217151,0.522130014,6.480000019,0.600000024,0.479999989,25.65999985,8875
143358,41700,39000,2,3,5343,9777,0.0548,0.7292,6930,0.6943,1145,18700,18700,0.8475,0.0565,0.0296,0.0011,0.0236,0.200840336,0.128151261,0.228991597,0.249579832,0.192436975,0.288800706,0.007054674,0.281746032,0.711199295,9.699999809,0.579999983,0.289999992,20.15999985,16456
144005,29600,25100,1,3,5096,8423,0.324,0.1584,6049,0.4719,890,6295,11155,0.0269,0.8654,0.0071,8.00E-04,0.0638,0.775845716,0.131836864,0.05754031,0.026557066,0.008220044,0.462857143,0.067692308,0.395164835,0.537142857,6.730000019,0.720000029,0.460000008,26.42000008,11217.5
144740,41600,38200,2,3,14277,7613,0.2082,0.6347,7624,0.6878,1097,20900,20900,0.5999,0.097,0.0899,0.003,0.1333,0.363051015,0.179131583,0.168400198,0.146607231,0.142809972,0.339800544,0.042611061,0.297189483,0.660199456,12.48999977,0.569999993,0.340000004,22.28000069,15347
145637,47400,42800,1,3,30251,7270,0.0196,0.8267,9013,0.6802,1271,8634,22720,0.6805,0.0662,0.1271,0.0029,0.0644,0.214310207,0.12995771,0.210538347,0.246542462,0.198651274,0.226337449,0.015976761,0.210360688,0.773662551,11.93000031,0.479999989,0.230000004,19.67000008,12419.5
145813,37000,35500,1,3,17795,5910,0.066,0.6329,6254,0.7711,1110,7091,12971,0.8442,0.0618,0.0167,0.0026,0.0335,0.236105477,0.124137931,0.210277214,0.264503043,0.164976335,0.343401088,0.007300315,0.336100773,0.656598912,9.899999619,0.589999974,0.340000004,20.45999908,11750
146393,35300,32700,2,2,764,13242,0.3508,0.3478,5048,0.2835,1022,19050,19050,0.6466,0.0982,0.0628,0.0039,0.1021,0.405913979,0.196236559,0.155913979,0.146505376,0.095430108,0.400900901,0.04954955,0.351351351,0.599099099,11.81000042,0.629999995,0.400000006,28.54999924,7373.5
146427,28200,27000,2,3,1205,11099,0.0033,0.7467,5431,0.7238,1247,26090,26090,0.7419,0.0365,0.049,8.00E-04,0.0398,0.194055944,0.145104895,0.241258741,0.236013986,0.183566434,0.172413793,0.003629764,0.168784029,0.827586207,12.09000015,0.560000002,0.170000002,19.70000076,17041
